_id,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Lonen,Sociale lasten,Premies Participatiefonds,Premies Vervangingsfonds,Pensioenlasten,Lonen salarissen sociale lasten en pensioenlasten,Dotaties personele voorzieningen,Lasten personeel niet in loondienst,Overige overige personele lasten,Overige personele lasten,Vergoedingen uit het Participatiefonds,Vergoedingen uit het Vervangingsfonds,Overige uitkeringen die personeelslasten verminderen,Uitkeringen die personeelslasten verminderen,Personeelslasten,Afschrijvingen op immateriele vaste activa,Afschrijvingen op materiele vaste activa,Afschrijvingen,Huurlasten,Verzekeringslasten,Onderhoudslasten klein onderhoud,Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Dotatie onderhoudsvoorziening,Overige overige huisvestingslasten,Huisvestingslasten,Administratie en beheerslasten,Inventaris en apparatuur,Leer en hulpmiddelen,Dotatie overige voorzieningen,Overige overige overige lasten,Overige lasten,Verstrekte subsidies,Gerealiseerde herwaardering,Verplichte afdrachten uit te voeren door OCW voor vso,Verplichte afdrachten uit te voeren door OCW voor Lwoo,Verplichte afdrachten uit te voeren door OCW voor pro,Verplichte afdrachten uit te voeren door OCW,Doorbetaling op basis van 1 februari vso,Doorbetaling op basis van 1 februari sbo,Doorbetaling op basis van 1 februari,Overige doorbetalingen van rijksbijdragen aan schoolbesturen,Doorbetalingen aan schoolbesturen,Accountantshonoraria voor het onderzoek van de jaarrekening,Accountantshonoraria voor andere controleopdrachten,Accountantshonoraria voor adviesdiensten op fiscaal terrein,Accountantshonoraria voor andere nietcontrolediensten,Accountantshonoraria
2352,39001,PO,BO1,Chr. Basisschool 'De Bornput',2015,283920,58204,,,33476,375600,129,1549,28656,30334,,,7677,7677,398257,,19025,19025,,,4672,9804,1062,2040,16000,,33578,17179,556,22851,,6643,47229,,,,,,,,,,,,3085,,,,3085
2353,39001,PO,BO1,Chr. Basisschool 'De Bornput',2016,292282,57591,,,32435,382308,-57,1977,26722,28642,,,2688,2688,408262,,24496,24496,,,4476,9028,1428,1876,16000,,32808,18634,817,29593,,8303,57347,,,,,,,,,,,,2329,,,,2329
2354,39001,PO,BO1,Chr. Basisschool 'De Bornput',2017,327277,67899,,,43116,438292,561,522,26105,27188,,,39415,39415,426065,0,17104,17104,0,0,4616,9279,1382,2092,16000,0,33369,21767,2431,28064,0,7844,60106,,,,,,,,,,,,2450,,,,2450
2355,39001,PO,BO1,Chr. Basisschool 'De Bornput',2018,366645,63544,1923,11517,51258,494887,1049,432,39456,40937,,,18640,18640,517184,0,16414,16414,0,0,4587,8844,1563,2296,16000,0,33290,31493,2609,47369,0,13209,94680,,,,,,,,,,,,2541,,,,2541
2356,39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2014,1659150,328332,,,233016,2220498,-11825,,101810,89985,,,,104899,2205584,,74341,74341,,,2259,27897,44787,3371,34000,14226,126540,52614,97461,,,66440,216515,,,,,,,,,,,,2426,,,,2426
2357,39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2015,1735632,354117,0,0,206299,2296048,-39182,0,76166,36984,0,0,95360,95360,2237672,0,87497,87497,0,0,6243,25339,44432,3403,39500,3310,122227,54429,2251,92776,0,60373,209829,,,,,,,,,,,,2269,,,,2269
2358,39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2016,1749959,350917,0,0,197172,2298048,-905,0,89054,88149,0,0,22825,22825,2363372,0,100966,100966,0,0,5368,29338,44780,3440,39500,5226,127652,52812,2439,116094,0,47303,218648,,,,,,,,,,,,2329,,,,2329
2359,39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2017,1774074,363930,,,238757,2376761,219,0,105508,105727,,,47948,47948,2434540,0,85038,85038,0,0,5419,22633,47087,3097,39500,4753,122489,51110,2092,102506,0,50655,206363,,,,,,,,,,,,2450,,,,2450
2360,39275,PO,BO1,Ver. Verstr. Bas.ond. Ger. Gr.,2018,1913269,327692,10152,60881,265235,2577229,-393,0,125952,125559,,,98676,98676,2604112,0,95544,95544,0,0,6322,26071,47278,3179,39500,3559,125909,58498,2550,107190,0,49584,217822,,,,,,,,,,,,2541,,,,2541
2361,39352,PO,BO3,Stichting Nutsscholen Geldrop,2014,2684268,627917,,,392735,3704920,,152213,106777,258990,,,,200591,3763319,,136904,136904,5232,,24355,83444,47796,14550,62500,4759,242636,78030,184832,,,82939,345801,,,,,,,,,,,,7233,,,,7233
2362,39352,PO,BO3,Stichting Nutsscholen Geldrop,2015,2831208,650408,,,354281,3835897,-6565,91168,119390,203993,,170681,54795,225476,3814414,,150676,150676,-2669,,43061,89723,53387,14236,192200,6880,396818,69840,,187099,,106269,363208,,,,,,,,,,,,4733,454,,318,5505
2363,39352,PO,BO3,Stichting Nutsscholen Geldrop,2016,3163393,695436,,,368206,4227035,946,63108,102333,166387,,364136,19859,383995,4009427,,152064,152064,,,33943,80065,50862,16333,100000,4969,286172,79407,,207465,,104960,391832,,,,,,,,,,,,5042,454,,,5496
2364,39352,PO,BO3,Stichting Nutsscholen Geldrop,2017,3170051,667210,,,429712,4266973,-14943,280772,137797,403626,,139731,13655,153386,4517213,,145027,145027,,,41451,84935,56537,15100,90000,5107,293130,299102,,220620,,130214,649936,,,,,,,,,,,,11670,,,,11670
2365,39352,PO,BO3,Stichting Nutsscholen Geldrop,2018,2920265,689897,,,377685,3987847,-16028,598974,122697,705643,,157820,40166,197986,4495504,,134241,134241,,,25654,96900,70950,17633,-55000,4957,161094,130100,,199867,,117652,447619,,,,,,,,,,,,15868,,,,15868
2366,39534,PO,BO1,Stichting Onderwijs Kruisland,2014,480533,113353,,,68189,662075,3765,,18044,21809,,,,20856,663028,,23310,23310,90,,5409,8185,5036,1445,12000,17432,49597,23698,51684,,,36949,112331,,,,,,,,,,,,,,,,
2367,39534,PO,BO1,Stichting Onderwijs Kruisland,2015,503662,112834,,,61190,677686,500,,31741,32241,,15041,,15041,694886,,23076,23076,91,,4710,7254,5007,3848,25000,4217,50127,27174,34297,,,38252,99723,,,,,,,,,,,,3783,,,,3783
2368,39534,PO,BO1,Stichting Onderwijs Kruisland,2016,525209,117637,,,59141,701987,2407,,34879,37286,,5518,27247,32765,706508,,24577,24577,,,8915,9000,5675,-1053,30000,5044,57581,38329,39653,,,51742,129724,,,,,,,,,,,,2408,,,,2408
2369,39534,PO,BO1,Stichting Onderwijs Kruisland,2017,511874,110169,,,69941,691984,-691,,30700,30009,,1170,,1170,720823,,24199,24199,,,8353,8873,5827,940,30000,3714,57707,26265,244,35876,,43227,105612,,,,,,,,,,,,3097,,,,3097
2370,39534,PO,BO1,Stichting Onderwijs Kruisland,2018,586422,136660,,,76153,799235,-4191,,20291,16100,,682,18437,19119,796216,,26193,26193,,,4822,10574,6702,1554,15000,3071,41723,37726,255,43261,,35850,117092,,,,,,,,,,,,2057,,,,2057
2371,39600,PO,BO4,Stg. KPC Bo Vught eo Leijestrm,2014,5980631,1486707,,,853428,8320766,15505,326003,204384,545892,,,,650249,8216409,,212452,212452,38427,,103789,185009,161818,26959,51500,,567502,391743,385156,,,115734,892633,,,,,,,,,,,,6837,,,,6837
2372,39600,PO,BO4,Stg. KPC Bo Vught eo Leijestrm,2015,6111656,1316514,,,750620,8178790,5839,345665,234005,585509,,281404,174596,456000,8308299,,234568,234568,170386,,69850,123447,134066,21578,127355,,646682,441276,217851,206783,,148914,1014824,,,,,,,,,,,,10435,847,,,11282
2373,39600,PO,BO4,Stg. KPC Bo Vught eo Leijestrm,2016,6380872,935077,215376,12999,753688,8298012,22628,152817,395173,570618,,0,177690,177690,8690940,,209733,209733,182535,,86357,121765,146839,23696,51500,,612692,472407,218044,233465,,123500,1047416,,,,,,,,,,,,11703,,,,11703
2374,39600,PO,BO4,Stg. KPC Bo Vught eo Leijestrm,2017,6515891,929871,231833,11048,891518,8580161,11182,51051,335757,397990,,,118677,118677,8859474,,236043,236043,197544,,64896,129134,148685,25429,165000,,730688,518852,218349,269334,,109588,1116123,,,,,,,,,,,,11816,,,,11816
2375,39600,PO,BO4,Stg. KPC Bo Vught eo Leijestrm,2018,6964393,991528,322424,12125,943182,9233652,72835,130270,335581,538686,,,142538,142538,9629800,,246442,246442,199119,,63963,145722,166395,23964,180000,,779163,531625,297831,318332,,146947,1294735,,,,,,,,,,,,14680,,,,14680
2376,39800,WO,LEVE,T.U.K.,2014,2125519,168380,,,378812,2672711,,,54887,54887,,,,15824,2711774,,93704,93704,12941,10609,15765,43783,2851,8056,30000,824,124829,619012,6016,,3571,149917,778516,,,,,,,,,,,,22217,,,,22217
2377,39800,WO,LEVE,T.U.K.,2015,2101466,210375,,,267592,2579433,,,35171,35171,,,,21780,2592824,,78566,78566,26493,11701,10304,46373,2105,7464,30000,5665,140105,615693,7450,,1580,246045,870768,,,,,,,,,,,,36179,,,,36179
2378,39800,WO,LEVE,T.U.K.,2016,2110830,398126,,,213178,2722134,,,36735,36735,,,,3442,2755427,,71152,71152,68905,10808,10930,52810,285,7343,40000,2778,193859,646717,5036,,0,310486,962239,,,,,,,,,,,,29645,-3025,,,26620
2379,39800,WO,LEVE,T.U.K.,2017,2229626,230498,,,239552,2699676,,,119804,119804,,,,16536,2802944,,76003,76003,51049,8979,14642,65788,2619,7081,40000,-7672,182486,566531,6265,,,309313,882109,,,,,,,,,,,,27850,,,,27850
2380,39800,WO,LEVE,T.U.K.,2018,2511150,353699,,,284090,3148939,,,24378,24378,,,,,3173317,,43290,43290,60805,9610,22432,56852,1822,7691,40000,-4300,194912,827854,10863,,,270634,1109351,,,,,,,,,,,,24996,,,,24996
2381,39859,PO,BO1,Ver. Nutsschool Wassenaar,2014,738283,174355,,,104067,1016705,563,,27611,28174,,,,17810,1027069,,18731,18731,457,,16893,12133,28759,213,,6578,65033,29479,48846,,,88949,167274,,,,,,,,,,,,3570,,,,3570
2382,39859,PO,BO1,Ver. Nutsschool Wassenaar,2015,768605,174081,,,91374,1034060,-2045,,35063,33018,,12571,6874,19445,1047633,,25537,25537,457,,9591,9372,27954,2260,-52817,5963,2780,26850,58854,,,83011,168715,,,,,,,,,,,,3267,,,,3267
2383,39859,PO,BO1,Ver. Nutsschool Wassenaar,2016,805533,109706,25448,44727,88192,1073606,2282,,21960,24242,,22091,26268,48359,1049489,,28407,28407,457,,7038,9988,29409,3419,,9826,60137,30148,71722,,,83681,185551,,,,,,,,,,,,5506,,,,5506
2384,39859,PO,BO1,Ver. Nutsschool Wassenaar,2017,800577,173016,,,106518,1080111,-4998,,35621,30623,,1793,12716,14509,1096225,,34811,34811,457,,3970,12164,27099,1857,,1618,47165,31037,3207,79330,,69737,183311,,,,,,,,,,,,5058,,,,5058
2385,39859,PO,BO1,Ver. Nutsschool Wassenaar,2018,852087,205866,,,116859,1174812,780,4000,31355,36135,,2852,,2852,1208095,,41557,41557,457,,7872,7572,29302,5206,,2372,52781,31697,2816,69977,,84119,188609,,,,,,,,,,,,5869,,,,5869
2386,39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2014,907514,204157,,,129369,1241040,351,15900,8750,25001,,,,46422,1219619,,69636,69636,,,5891,18479,4553,1452,30000,1750,62125,22263,62291,,,13072,97626,,,,,,,,,,,,1924,,,,1924
2387,39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2015,921328,125876,37159,47233,110658,1242254,4709,7967,22340,35016,,19925,7453,27378,1249892,,63171,63171,,,5184,18285,4059,1553,84657,1520,115258,19867,13419,53796,,16702,103784,,,,,,,,,,,,1389,,,,1389
2388,39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2016,988822,226147,,,114112,1329081,5513,6959,30073,42545,,24835,4409,29244,1342382,,72277,72277,,,4390,16560,5783,1163,50000,,77896,20821,16579,65772,,11822,114994,,,,,,,,,,,,2239,,,,2239
2389,39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2017,980393,203415,4579,5697,133713,1327797,724,14266,25221,40211,,42149,,42149,1325859,,75938,75938,,,7011,18815,8425,1271,25000,2778,63300,28923,13340,68814,,9923,121000,,,,,,,,,,,,1718,,,,1718
2390,39912,PO,BO1,Stg. Onderw.gem.schap De Hoeve,2018,1192308,173762,51864,53871,156524,1628329,1712,15160,58707,75579,,34909,35278,70187,1633721,,92960,92960,15565,,22654,18892,8968,1257,20000,1262,88598,29550,16679,67960,,13435,127624,,,,,,,,,,,,1791,,,,1791
2391,40003,VO,SSG3,Stg. V.O. Interconf. Grondslag,2014,3976445,521061,,,603705,5101211,28396,157465,66909,252770,,,,3061,5350920,,163056,163056,15611,,74655,57389,160162,15589,100000,,423406,145884,456742,,,127680,730306,,,,,,,,,,,,11374,,,,11374
2392,40003,VO,SSG3,Stg. V.O. Interconf. Grondslag,2015,4147368,532686,,,541097,5221151,89691,208560,82763,381014,,,34196,34196,5567969,,160176,160176,24000,,96669,98466,186561,13563,125000,,544259,165681,186746,327809,,147258,827494,,,,,,,,,,,,11713,,,,11713
2393,40003,VO,SSG3,Stg. V.O. Interconf. Grondslag,2016,4348146,563137,,,533244,5444527,157105,222631,100191,479927,,,7430,7430,5917024,,172329,172329,15513,,80157,92520,167817,14682,125004,,495693,225306,189087,268445,,174216,857054,,,,,,,,,,,,14004,,,,14004
2394,40003,VO,SSG3,Stg. V.O. Interconf. Grondslag,2017,4364297,546859,,,621283,5532439,57906,458258,21384,537548,,,20061,20061,6049926,,192287,192287,15614,,118359,75251,174425,23208,125004,399,532260,172547,187283,284896,,195105,839831,,,,,,,,,,,,11955,,,,11955
2395,40003,VO,SSG3,Stg. V.O. Interconf. Grondslag,2018,4418880,606819,,,657180,5682879,96917,333999,72962,503878,,,51319,51319,6135438,,206323,206323,15802,,75336,88354,168814,22393,80000,,450699,180091,202842,327588,,185300,895821,,,,,,,,,,,,12312,,,,12312
2396,40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2014,10909638,2651021,,,1585714,15146373,,68756,821123,889879,,,,502724,15533528,,474861,474861,562429,,138054,274673,410192,16819,653567,63101,2118835,257211,508562,,,529231,1295004,,,,,,,,,,,,11798,,,209,12007
2397,40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2015,10964941,1576484,481561,20322,1986275,15029583,,300116,966771,1266887,,,198285,198285,16098185,,494129,494129,637341,,162000,235332,448768,12229,407709,134575,2037954,261665,195099,388999,,545701,1391464,,,,,,,,,,,,12100,1513,782,1513,15908
2398,40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2016,11402461,1749701,403841,29677,1901489,15487169,135000,321361,1282136,1738497,,,178763,178763,17046903,,608700,608700,642194,,228159,264832,482410,16961,460500,137471,2232527,289782,609745,,,454001,1353528,,,,,,,,,,,,12584,293,,777,13654
2399,40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2017,11643923,2219614,,,2363345,16226882,40000,91818,1295158,1426976,,,156892,156892,17496966,,646356,646356,646775,,238660,269603,503273,20201,460500,105345,2244357,310598,682351,,,669681,1662630,,,,,,,,,,,,12520,,,218,12738
2400,40020,PO,BO5,Stg. Onderwijsgr. Amstelland,2018,12901921,2484212,,,2516095,17902228,-48762,361250,1274552,1587040,,,197643,197643,19291625,,639651,639651,575756,,206433,277436,507088,20776,460500,130157,2178146,559028,829106,,,644954,2033088,,,,,,,,,,,,17545,,11416,,28961
2401,40048,PO,BO1,Sticht. Islam. Basisscholen,2014,457997,76708,,,63359,598064,399,22654,13921,36974,,,,37907,597131,,21389,21389,,,8287,12078,14397,1316,20000,,56078,28090,25996,,,3403,57489,,,,,,,,,,,,2476,,,,2476
2402,40048,PO,BO1,Sticht. Islam. Basisscholen,2015,413187,72404,,,49611,535202,-1705,28812,23261,50368,,,30249,30249,555321,,27002,27002,,,6643,10174,14227,1519,40500,,73063,29383,9206,19624,,7585,65798,,,,,,,,,,,,2655,,,,2655
2403,40048,PO,BO1,Sticht. Islam. Basisscholen,2016,409952,66096,,,43387,519435,822,80681,38852,120355,,,57328,57328,582462,,17110,17110,,,5609,12456,14151,1300,37500,,71016,101975,11091,18369,,10313,141748,,,,,,,,,,,,3962,,,,3962
2404,40048,PO,BO1,Sticht. Islam. Basisscholen,2017,374275,84100,,,48445,506820,0,111356,19534,130890,,,14072,14072,623638,,15842,15842,,,5755,17544,21686,2228,37500,-63,84650,92694,10516,21182,,8385,132777,,,,,,,,,,,,3384,,,,3384
2405,40048,PO,BO1,Sticht. Islam. Basisscholen,2018,369556,55525,29276,,42337,496694,,27632,32461,60093,,38637,7629,46266,510521,,22402,22402,,,14917,14766,20893,992,37500,,89068,44570,10021,25058,,11560,91209,,,,,,,,,,,,4175,,,,4175
2406,40060,VO,SSG2,St. Open Oec. Sch. V.O. Houten,2014,6318669,789111,,,981704,8089484,-41267,,537314,496047,,,,,8585531,,454001,454001,207472,,41660,64813,133225,11773,160996,21348,641287,117929,888808,,,323647,1330384,,,,,,,,,,,,15000,,,,15000
2407,40060,VO,SSG2,St. Open Oec. Sch. V.O. Houten,2015,6556784,777315,,,840219,8174318,185334,324126,211018,720478,,,,,8894796,,466313,466313,236852,,111116,74987,132624,7723,110000,24750,698052,109777,436080,290882,,517530,1354269,,,,,,,,,,,,19003,,,,19003
2408,40060,VO,SSG2,St. Open Oec. Sch. V.O. Houten,2016,7033936,867048,,,857643,8758627,99311,304955,207576,611842,,,,,9370469,,442679,442679,243563,,145874,62987,146311,7193,189344,30960,826232,117429,297576,452278,,529096,1396379,,,,,,,,,,,,19384,,,,19384
2409,40060,VO,SSG2,St. Open Oec. Sch. V.O. Houten,2017,7288237,970899,,,1063931,9323067,181212,264426,196538,642176,,,,,9965243,,438616,438616,271560,,122092,65513,179542,4900,305060,13245,961912,121304,42057,333944,,848267,1345572,,,,,,,,,,,,28629,,,,28629
2410,40060,VO,SSG2,St. Open Oec. Sch. V.O. Houten,2018,7464993,1018802,1085815,,,9569610,148927,,431668,580595,,,,,10150205,,417056,417056,211258,,272545,63703,182660,7863,-61574,12632,689087,105470,195332,414398,,919289,1634489,,,,,,,,,,,,19248,,,,19248
2411,40065,VO,SSG4,Ver. Chr. Voortgezet Onderwijs,2014,9783598,1217843,,,1517797,12519238,70040,62563,438950,571553,,,,,13090791,,451147,451147,42843,,1855,298636,285028,31124,,38578,698064,420609,848581,,,48098,1317288,,,,,,,,,,,,,,,,
2412,40065,VO,SSG4,Ver. Chr. Voortgezet Onderwijs,2015,10082851,1275421,,,1336623,12694895,151321,182636,555312,889269,,,,,13584164,,543573,543573,41698,,159667,285772,298446,22786,,34587,842956,496449,69062,763214,,25233,1353958,,,,,,,,,,,,24805,,448,,25253
2413,40065,VO,SSG4,Ver. Chr. Voortgezet Onderwijs,2016,12513569,1575245,,,1577279,15666093,205035,206704,714972,1126711,,,,,16792804,,643127,643127,49688,,192335,378015,328219,27779,,45365,1021401,643480,147870,928980,,36146,1756476,,,,,,,,,,,,33032,,,,33032
2414,40065,VO,SSG4,Ver. Chr. Voortgezet Onderwijs,2017,12375544,1509869,,,1840730,15726143,48726,216315,652995,918036,,,,,16644179,,559960,559960,48010,,399200,338274,344278,27632,,43035,1200429,709856,128826,969069,,49587,1857338,,,,,,,,,,,,25514,,584,,26098
2415,40065,VO,SSG4,Ver. Chr. Voortgezet Onderwijs,2018,12156047,1563223,,,1847753,15567023,204436,300575,565535,1070546,,,,,16637569,,459194,459194,48965,,152432,356606,348531,31513,,45130,983177,675830,151356,1223470,,56304,2106960,,,,,,,,,,,,31266,,224,9680,41170
2416,40075,VO,SSG5,Stg. v. CVO Zuid-West Frysln,2014,20537355,2445145,,,3126773,26109273,168945,318110,1387387,1874442,,,,157082,27826633,,1043391,1043391,237755,,308633,447629,670044,40311,475110,,2179482,791379,461527,,,2243763,3496669,,,,,,,,,,,,24907,6000,,,30907
2417,40075,VO,SSG5,Stg. v. CVO Zuid-West Frysln,2015,21173890,2614468,,,2780519,26568877,447008,404119,1100602,1951729,,,137355,137355,28383251,,1147914,1147914,192324,,311614,487926,691409,34644,391576,,2109493,759450,93376,354987,,2061917,3269730,,,,,,,,,,,,21788,0,,,21788
2418,40075,VO,SSG5,Stg. v. CVO Zuid-West Frysln,2016,21293064,2644575,,,2642747,26580386,410075,0,1439232,1849307,,,157150,157150,28272543,,1233092,1233092,171576,,279937,436186,694971,33357,391648,,2007675,767049,63609,350619,,2321889,3503166,,,,,,,,,,,,22045,,,,22045
2419,40075,VO,SSG5,Stg. v. CVO Zuid-West Frysln,2017,20760698,2601897,,,3038288,26400883,2149502,,727555,2877057,,,258046,258046,29019894,,1277109,1277109,218663,,311842,477887,709046,34676,435159,,2187273,756657,60837,365425,,2486708,3669627,,,,,,,,,,,,24931,,,,24931
2420,40075,VO,SSG5,Stg. v. CVO Zuid-West Frysln,2018,20753368,2660839,,,3093005,26507212,546719,,1106978,1653697,,,106070,106070,28054839,,1213743,1213743,221776,,415780,461981,706732,30187,735159,,2571615,763963,68019,402644,,2514871,3749497,,,,,,,,,,,,26010,,,,26010
2421,40077,PO,BO2,Stichting Noor,2014,2319537,578350,,,308265,3206152,13114,4800,389417,407331,,,,248259,3365224,,49766,49766,99269,,65366,68415,69987,2319,,6329,311685,118273,228111,,,95797,442181,,,,,,,,,,,,15561,,,,15561
2422,40077,PO,BO2,Stichting Noor,2015,2607161,625270,,,294633,3527064,9117,1250,360827,371194,,142643,104049,246692,3651566,,62293,62293,123346,,57576,63846,76018,7512,45000,6168,379466,169642,190840,,40000,148607,549089,,,,,,,,,,,,13740,7563,,2118,23421
2423,40077,PO,BO2,Stichting Noor,2016,2915210,695836,,,311689,3922735,1371,26424,506978,534773,,41119,107767,148886,4308622,,91607,91607,128716,,74688,59330,78648,13192,45000,16365,415939,174033,223579,,,204891,602503,,,,,,,,,,,,23559,,,,23559
2424,40077,PO,BO2,Stichting Noor,2017,3487683,696848,,,384551,4569082,-12316,20938,442779,451401,,166783,167038,333821,4686662,,126708,126708,103974,,74248,58308,89919,11602,50000,9049,397100,196266,17245,254778,,218214,686503,,,,,,,,,,,,16998,,,,16998
2425,40077,PO,BO2,Stichting Noor,2018,3635387,778894,,,448944,4863225,-4137,25381,530889,552133,,10025,64898,74923,5340435,,153789,153789,117808,,150868,92049,97544,18959,80000,106394,663622,214245,10487,230614,,190817,646163,,,,,,,,,,,,22874,,,,22874
2426,40078,VO,SSG4,Stg. voor CVO Oost Friesland,2014,14184655,1597707,,,2030294,17812656,,,1691551,1691551,,,,24318,19479889,,661878,661878,109687,,404376,306264,413796,18602,,624858,1877583,839538,791825,,,761028,2392391,,,,,,,,,,,,21738,1512,,11978,35228
2427,40078,VO,SSG4,Stg. voor CVO Oost Friesland,2015,14551881,1721534,,,1852872,18126287,601275,,1503261,2104536,,,60624,60624,20170199,,700103,700103,114163,,446848,259135,434369,28888,,164181,1447584,888887,673285,,,751862,2314034,,,,,,,,,,,,28134,6407,,,34541
2428,40078,VO,SSG4,Stg. voor CVO Oost Friesland,2016,15022612,1909068,,,1909858,18841538,283085,,2174808,2457893,,,44129,44129,21255302,,676585,676585,121166,,64995,234992,381413,39449,,89910,931925,938598,745446,,,794195,2478239,,,,,,,,,,,,30213,12172,10890,,53275
2429,40078,VO,SSG4,Stg. voor CVO Oost Friesland,2017,15721977,1982875,,,2332833,20037685,,,2491006,2491006,,,31530,31530,22497161,,733365,733365,126652,,360116,215340,405779,36724,114494,116667,1375772,903509,69964,666026,,869011,2508510,,,,,,,,,,,,40838,16512,3975,,61325
2430,40078,VO,SSG4,Stg. voor CVO Oost Friesland,2018,16398474,2052800,,,2400119,20851393,,,1897097,1897097,,,32072,32072,22716418,,838189,838189,130607,,342279,226376,441147,31543,427348,93131,1692431,1074078,70095,714205,,981746,2840124,,,,,,,,,,,,93678,16498,,,110176
2431,40094,VO,SSG5,De Willibrord Stichting,2014,54017078,6448202,,,8136144,68601424,939549,1849069,1448828,4237446,,,,408353,72430517,,4127835,4127835,1494065,32826,465558,1149617,1783565,61134,1214204,678021,6878990,2121152,5934298,,,3550285,11605735,,,,,,,,,,,,70939,5470,,,76409
2432,40094,VO,SSG5,De Willibrord Stichting,2015,57956685,6822743,,,7414042,72193470,1956394,2284477,1385563,5626434,,,461271,461271,77358633,,2470370,2470370,1753178,18152,428518,990764,1843048,77481,1109509,235072,6455722,2310268,1512194,4438018,,3870573,12131053,,,,,,,,,,,,85341,25229,,,110570
2433,40094,VO,SSG5,De Willibrord Stichting,2016,60005209,7278715,,,7322157,74606081,407413,2136166,1448234,3991813,,,440399,440399,78157495,,2307588,2307588,1745344,13809,453543,1041284,1879233,48773,1000326,489493,6671805,2491771,1731090,4597984,-39364,8250338,17031819,,,,,,,,,,,,118255,7018,7371,,132644
2434,40094,VO,SSG5,De Willibrord Stichting,2017,61397358,7528218,,,8848812,77774388,488708,1873062,1903399,4265169,,,321012,321012,81718545,,2337335,2337335,1768417,3830,377987,1019475,1595363,52445,828192,318857,5964566,2605644,2230012,4668076,-3155,5563780,15064357,,,,,,,,,,,,201468,0,0,6891,208359
2435,40094,VO,SSG5,De Willibrord Stichting,2018,64981809,8106617,,,9506422,82594848,1482050,2380677,2650802,6513529,,,677353,677353,88431024,,2387469,2387469,1923462,0,504541,985845,1713735,48542,899673,427384,6503182,2690419,2021895,4766916,27715,5510836,15017781,,,,,,,,,,,,199927,14472,,9438,223837
2436,40097,MBO,GROE,Stichting AOC de Groene Welle,2014,7313899,878569,,,1078697,9271165,213693,819662,251437,1284792,,,,19806,10536151,,651022,651022,351027,22378,81756,242406,148898,104575,190000,,1141040,328790,213920,,,1435648,1978358,,,,,,,,,,,,42350,3025,,,45375
2437,40097,MBO,GROE,Stichting AOC de Groene Welle,2015,7545516,914377,,,960061,9419954,375024,963485,304533,1643042,,,,54978,11008018,,683525,683525,365594,22404,101112,243031,146445,117133,190000,,1185719,304791,310990,,,1503321,2119102,,,,,,,,,,,,32755,,,,32755
2438,40097,MBO,GROE,Stichting AOC de Groene Welle,2016,7873434,997780,,,939522,9810736,-101208,1492184,168171,1559147,,,,147075,11222808,,689988,689988,368862,22578,101247,245296,170750,90314,190000,49676,1238723,556509,174742,615230,,595036,1941517,,,,,,,,,,,,32622,,,,32622
2439,40097,MBO,GROE,Stichting AOC de Groene Welle,2017,8221976,1070607,,,1177390,10469973,348522,1507693,322535,2178750,,,,38956,12609767,,701078,701078,407530,23255,93469,201709,177873,97732,150000,53206,1204774,657973,236579,672717,,521280,2088549,,,,,,,,,,,,33626,,,,33626
2440,40114,PO,BO5,Stichting Prisma,2014,17359710,1495169,,,2115332,20970211,26050,,1447000,1473050,,,,1159007,21284254,,423604,423604,432614,,169435,286378,449252,36737,293500,104553,1772469,464270,902772,,,526993,1894035,,,,,,,,,,,,22809,,,,22809
2441,40114,PO,BO5,Stichting Prisma,2015,21101360,,,,,21101360,14478,,1258673,1273151,,900841,304001,1204842,21169669,,542915,542915,495455,,211116,323278,492035,42480,554527,50009,2168900,443609,947237,,,562652,1953498,,,,,,,,,,,,15741,,,,15741
2442,40114,PO,BO5,Stichting Prisma,2016,20102103,,,,,20102103,162332,,1526688,1689020,,13939,323662,337601,21453522,,637872,637872,505724,,140265,305772,467943,46479,519500,48333,2034016,422629,924126,,,667439,2014194,,,,,,,,,,,,24067,,,,24067
2443,40114,PO,BO5,Stichting Prisma,2017,15686280,2750481,,,2072261,20509022,134358,,1876372,2010730,,,344932,344932,22174820,,686575,686575,476348,,184402,318578,493624,50676,617000,41761,2182389,431224,45778,999261,,651335,2127598,,,,,,,,,,,,30202,,,,30202
2444,40114,PO,BO5,Stichting Prisma,2018,16480277,3082066,,,2246935,21809278,-237657,,2934183,2696526,,,267034,267034,24238770,,695208,695208,477336,,213586,332922,537975,54642,519500,89517,2225478,455002,76911,1057055,,712395,2301363,,,,,,,,,,,,27830,,,,27830
